AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Jeremy Wheeler', 'Ashur Terwilliger')",,,,
,"('Terry Engelder', 'Matt Crowe')",,,,
,"('Milton Dougherty', 'Matt Crowe')",,,,
,"('Bill Kulze', 'Jackie Root')",,,,
,"('Helen Slottje', 'Steve Szczepanski')",,,,
,"('Aaron Gowan', 'Jim Douglas')",,,,
,"('Rachel Treichler', 'Carrie Czebiniak')",,,,
,"('Elaine Jardine', 'Randy Murray')",,,,
,"('Judy Quigley', 'Jeremy Wheeler')",,,,
,"('Fred Martinez', 'Connie Kulze')",,,,
,"('Fred Martinez', 'Marchie Diffindorf')",,,,
,"('Brenda Boyce', 'Ken Strickland')",,,,
,"('James Douglas', 'Dan Lindsay')",,,,
,"('Joseph Bish', 'Dave Dibble')",,,,
,"('Ed Griffith', 'Debralyn Muscato')",,,,
,"('Gary Lash', 'Kevin Burns')",,,,
,"('Jeremy Wheeler', 'Jim Worden')",,,,
,"('Don Barber', 'Martha Goodsell')",,,,
,"('Robert Salvato', 'Doug McLinko')",,,,
,"('Don Zaengle', 'Connie Kulze')",,,,
,"('Don Zaengle', 'Marchie Diffindorf')",,,,
,"('Kevin Noble', 'George Williams')",,,,
,"('Arthur Cacciola', 'Darrick Evensen')",,,,
,"('Tim Whitesell', 'Jackie Root')",,,,
,"('Jim Douglas', 'Brett Chedzoy')",,,,
,"('Coulter Heavenrich', 'Karl Gesslein')",,,,
,"('Florence Alpert', 'Doug McLinko')",,,,
,"('Randy Murray', 'Gary Lash')",,,,
,"('Robert Salvato', 'Ken Gordo')",,,,
,"('Arthur Cacciola', 'Jim Worden')",,,,
,"('Nicole Gwardyak', 'Ed Griffith')",,,,
,"('Brett Chedzoy', 'Fred Martinez')",,,,
,"('Brenda Boyce', 'Steve Szczepanski')",,,,
,"('Robert Williams', 'Terry Collins')",,,,
,"('Kevin Noble', 'Ken Strickland')",,,,
,"('Jeffery Jacquet', 'John Holko')",,,,
,"('Bob Freeman', 'Milton Dougherty')",,,,
,"('Milton Dougherty', 'Chris Denton')",,,,
,"('Chris Brown', 'Sue Heavenrich')",,,,
,"('Bill Kulze', 'Milton Dougherty')",,,,
,"('Coulter Heavenrich', 'Jim Worden')",,,,
,"('Eric Halstead', 'Brenda Boyce')",,,,
,"('Aaron Gowan', 'Steve Szczepanski')",,,,
,"('Florence Alpert', 'Ken Gordo')",,,,
,"('Darlene Cobler', 'Frank Cook')",,,,
,"('David Weber', 'Darrick Evensen')",,,,
,"('Bill Leonard', 'Ron Keibel')",,,,
,"('Florence Alpert', 'Bill Kulze')",,,,
,"('David Slottje', 'Terry Collins')",,,,
,"('Lois Dillworth', 'Jim Worden')",,,,
,"('Brenda Boyce', 'Robert Riggs')",,,,
,"('David Slottje', 'Florence Alpert')",,,,
,"('Florence Alpert', 'Dave Dibble')",,,,
,"('Terry Engelder', 'Jamal Diboun')",,,,
,"('Terry Engelder', 'Ron McEwen')",,,,
,"('Eric Halstead', 'Coulter Heavenrich')",,,,
,"('Dave Dibble', 'Sue Heavenrich')",,,,
,"('Tom Libous', 'Robert Williams')",,,,
,"('Tom Libous', 'Susannah Reese')",,,,
,"('Mike Dannaher', 'Milton Dougherty')",,,,
,"('Don Barber', 'Jaqueline Beal')",,,,
,"('Joseph Bish', 'Arthur Cacciola')",,,,
,"('Kevin Burns', 'Sue Heavenrich')",,,,
,"('James Douglas', 'Dave Dibble')",,,,
,"('Rachel Treichler', 'Dan Lindsay')",,,,
,"('Richard Lasky', 'Loretta Sullivan')",,,,
,"('Ed Griffith', 'Doug McLinko')",,,,
,"('Rachel Treichler', 'Brett Chedzoy')",,,,
,"('Ken Gordo', 'Carrie Czebiniak')",,,,
,"('Bob Freeman', 'Jackie Root')",,,,
,"('Don Zaengle', 'Mike Dannaher')",,,,
,"('Dan Lindsay', 'Wayne Wells')",,,,
,"('Chris Brown', 'Tim Whitesell')",,,,
,"('Matt Crowe', 'Elaine Jardine')",,,,
,"('Sue Heavenrich', 'Ken Strickland')",,,,
,"('Dave Dibble', 'Martha Goodsell')",,,,
,"('Ron McEwen', 'Karl Gesslein')",,,,
,"('Richard Lasky', 'Debralyn Muscato')",,,,
,"('Dan Fitzsimmons', 'Wayne Wells')",,,,
,"('Terry Engelder', 'Ken Gordo')",,,,
,"('Nick Schoonover', 'Robert Williams')",,,,
,"('Nick Schoonover', 'Gary Lash')",,,,
,"('Don Boyce', 'Dick VanScoy')",,,,
,"('Mark Sorochinsky', 'Doug Barton')",,,,
,"('Gary Lash', 'Terry Collins')",,,,
,"('Robert Salvato', 'Kevin Noble')",,,,
,"('Tim Whitesell', 'Martha Goodsell')",,,,
,"('Bill Leonard', 'Doug McLinko')",,,,
,"('Richard Lasky', 'Mark Sorochinsky')",,,,
,"('Jamal Diboun', 'Robert Salvato')",,,,
,"('Jeremy Wheeler', 'Doug Barton')",,,,
,"('Jeff Decker', 'Ken Strickland')",,,,
,"('Dan Fitzsimmons', 'Terry Collins')",,,,
,"('Christine Curkendall', 'Dan Fitzsimmons')",,,,
,"('Loretta Sullivan', 'Lois Dillworth')",,,,
,"('Gary Henry', 'Dan Fitzsimmons')",,,,
,"('Doug Barton', 'Chris Denton')",,,,
,"('Tom Libous', 'David Weber')",,,,
,"('Arthur Cacciola', 'Bill Kulze')",,,,
,"('Tim Whitesell', 'Carrie Czebiniak')",,,,
,"('Don Barber', 'Marchie Diffindorf')",,,,
,"('Ron Keibel', 'Ken Gordo')",,,,
,"('Alice Irons', 'Tim Whitesell')",,,,
,"('Helen Slottje', 'Ashur Terwilliger')",,,,
,"('Jeffery Jacquet', 'Don Zaengle')",,,,
,"('Gary Henry', 'Wayne Wells')",,,,
,"('Lynn Craig', 'Connie Kulze')",,,,
,"('Don Boyce', 'Chris Denton')",,,,
,"('Joseph Bish', 'Brett Chedzoy')",,,,
,"('Jim Douglas', 'Milton Dougherty')",,,,
,"('Helen Slottje', 'Frank Cook')",,,,
,"('Jaqueline Beal', 'Ashur Terwilliger')",,,,
,"('Jeffery Jacquet', 'Brenda Boyce')",,,,
,"('Susannah Reese', 'Ken Strickland')",,,,
,"('Lois Dillworth', 'Brenda Boyce')",,,,
,"('Bill Kulze', 'Coulter Heavenrich')",,,,
,"('Dan Lindsay', 'Jeff Decker')",,,,
,"('Eric Halstead', 'Darrick Evensen')",,,,
,"('Helen Slottje', 'George Williams')",,,,
,"('Kevin Burns', 'Frank Cook')",,,,
,"('Bob Aman', 'Mark Sorochinsky')",,,,
,"('Dan Lindsay', 'Bob Freeman')",,,,
,"('Lois Dillworth', 'Elaine Jardine')",,,,
,"('Jim Douglas', 'Jaqueline Beal')",,,,
,"('Robert Salvato', 'Bob Aman')",,,,
,"('Gary Henry', 'Mike Dannaher')",,,,
,"('Terry Engelder', 'Debralyn Muscato')",,,,
,"('Mike Dannaher', 'Dick VanScoy')",,,,
,"('Jeffery Jacquet', 'Sue Heavenrich')",,,,
,"('Fred Martinez', 'Eric Gartenman')",,,,
,"('Peter Pappas', 'Ashur Terwilliger')",,,,
,"('Milton Dougherty', 'Dan Fitzsimmons')",,,,
,"('Jamal Diboun', 'Carrie Czebiniak')",,,,
,"('Brett Chedzoy', 'Christine Curkendall')",,,,
,"('Bill Kulze', 'David Weber')",,,,
,"('Ken Gordo', 'Steve Szczepanski')",,,,
,"('Ron Keibel', 'Eric Gartenman')",,,,
,"('Jamal Diboun', 'Dan Fitzsimmons')",,,,
,"('Jamal Diboun', 'Ed Griffith')",,,,
,"('Nick Schoonover', 'Marchie Diffindorf')",,,,
,"('Chris Denton', 'Jim Worden')",,,,
,"('Aaron Gowan', 'Dan Lindsay')",,,,
,"('Dan Bish', 'Steve Szczepanski')",,,,
,"('Judy Quigley', 'Connie Kulze')",,,,
,"('Don Barber', 'Kevin Noble')",,,,
,"('Don Barber', 'Coulter Heavenrich')",,,,
,"('Ed Griffith', 'Robert Riggs')",,,,
,"('Milton Dougherty', 'Connie Kulze')",,,,
,"('Christine Curkendall', 'Doug McLinko')",,,,
,"('Gary Henry', 'Doug McLinko')",,,,
,"('Coulter Heavenrich', 'Robert Riggs')",,,,
,"('Dave Dibble', 'Ashur Terwilliger')",,,,
,"('Ron McEwen', 'Frank Cook')",,,,
,"('Judy Quigley', 'Lois Dillworth')",,,,
,"('Richard Lasky', 'Steve Szczepanski')",,,,
,"('Dave Dibble', 'Dan Fitzsimmons')",,,,
,"('Christine Curkendall', 'Robert Salvato')",,,,
,"('Christine Curkendall', 'Florence Alpert')",,,,
,"('Matt Crowe', 'Brenda Boyce')",,,,
,"('Martha Goodsell', 'Chris Denton')",,,,
,"('Connie Kulze', 'Robert Riggs')",,,,
,"('Jeffery Jacquet', 'Debralyn Muscato')",,,,
,"('Lois Dillworth', 'Kevin Noble')",,,,
,"('Arthur Cacciola', 'Randy Murray')",,,,
,"('Christine Curkendall', 'Dick VanScoy')",,,,
,"('Christine Curkendall', 'Jim Worden')",,,,
,"('Jaqueline Beal', 'Randy Murray')",,,,
,"('Richard Lasky', 'Jim Worden')",,,,
,"('Connie Kulze', 'Steve Szczepanski')",,,,
,"('Helen Slottje', 'Dave Dibble')",,,,
,"('Peter Pappas', 'Milton Dougherty')",,,,
,"('Jeremy Wheeler', 'Coulter Heavenrich')",,,,
,"('Christine Curkendall', 'Bill Kulze')",,,,
,"('Bill Kulze', 'Darrick Evensen')",,,,
,"('Bill Leonard', 'Connie Kulze')",,,,
,"('Gary Henry', 'Dave Dibble')",,,,
,"('Don Barber', 'Peter Pappas')",,,,
,"('Tom Libous', 'Elaine Jardine')",,,,
,"('Frank Cook', 'Robert Riggs')",,,,
,"('James Douglas', 'Eric Halstead')",,,,
,"('Bob Freeman', 'Fred Martinez')",,,,
,"('Jeff Decker', 'Robert Riggs')",,,,
,"('Chris Brown', 'Milton Dougherty')",,,,
,"('Judy Quigley', 'David Weber')",,,,
,"('Helen Slottje', 'Elaine Jardine')",,,,
,"('Joseph Bish', 'Doug McLinko')",,,,
,"('Don Barber', 'Brad Robinson')",,,,
,"('Jeff Decker', 'Karl Gesslein')",,,,
,"('Nicole Gwardyak', 'Robert Riggs')",,,,
,"('Gary Lash', 'Brad Robinson')",,,,
,"('Connie Kulze', 'Carrie Czebiniak')",,,,
,"('Gary Lash', 'Carrie Czebiniak')",,,,
,"('Tom Libous', 'Dan Fitzsimmons')",,,,
,"('Bill Leonard', 'Kevin Burns')",,,,
,"('Susannah Reese', 'Eric Halstead')",,,,
,"('Robert Williams', 'Dan Fitzsimmons')",,,,
,"('Dick VanScoy', 'Robert Riggs')",,,,
,"('Debralyn Muscato', 'Dick VanScoy')",,,,
,"('John Holko', 'Bob Aman')",,,,
,"('Don Boyce', 'Dan Fitzsimmons')",,,,
,"('Jamal Diboun', 'Alice Irons')",,,,
,"('Eric Halstead', 'Doug Barton')",,,,
,"('Jaqueline Beal', 'Dan Bish')",,,,
,"('Joseph Bish', 'Don Zaengle')",,,,
,"('Kurt Schrader', 'Kevin Noble')",,,,
,"('John Holko', 'Dick VanScoy')",,,,
,"('John Holko', 'Doug Barton')",,,,
,"('David Weber', 'Jeff Decker')",,,,
,"('Don Barber', 'Eric Halstead')",,,,
,"('Rachel Treichler', 'Connie Kulze')",,,,
,"('Doug McLinko', 'George Williams')",,,,
,"('Jim Douglas', 'Doug Barton')",,,,
,"('Judy Quigley', 'Dave Dibble')",,,,
,"('David Slottje', 'Don Zaengle')",,,,
,"('James Douglas', 'Bob Aman')",,,,
,"('Aaron Gowan', 'Dan Bish')",,,,
,"('Jeffery Jacquet', 'Coulter Heavenrich')",,,,
,"('Don Boyce', 'Connie Kulze')",,,,
,"('Bob Freeman', 'Doug Barton')",,,,
,"('David Slottje', 'Chris Brown')",,,,
,"('Dan Lindsay', 'Jim Douglas')",,,,
,"('Lois Dillworth', 'Connie Kulze')",,,,
,"('Bob Aman', 'Carrie Czebiniak')",,,,
,"('Lois Dillworth', 'Darlene Cobler')",,,,
,"('David Slottje', 'Karl Gesslein')",,,,
,"('Ashur Terwilliger', 'Marchie Diffindorf')",,,,
,"('Lois Dillworth', 'Kevin Burns')",,,,
,"('Arthur Cacciola', 'Kevin Noble')",,,,
,"('Dave Dibble', 'Bill Kulze')",,,,
,"('Ron McEwen', 'David Weber')",,,,
,"('John Holko', 'Darrick Evensen')",,,,
,"('Bill Kulze', 'Marchie Diffindorf')",,,,
,"('Arthur Cacciola', 'Mark Sorochinsky')",,,,
,"('Terry Engelder', 'Gary Henry')",,,,
,"('Robert Salvato', 'Karl Gesslein')",,,,
,"('David Slottje', 'Brenda Boyce')",,,,
,"('Arthur Cacciola', 'Bill Leonard')",,,,
,"('Bill Kulze', 'Dan Fitzsimmons')",,,,
,"('Mark Sorochinsky', 'Coulter Heavenrich')",,,,
,"('Robert Salvato', 'Peter Pappas')",,,,
,"('Darlene Cobler', 'Jeff Decker')",,,,
,"('Nick Schoonover', 'Robert Riggs')",,,,
,"('Jamal Diboun', 'Dick VanScoy')",,,,
,"('Bill Leonard', 'Mike Dannaher')",,,,
,"('Kevin Burns', 'Darrick Evensen')",,,,
,"('Rachel Treichler', 'Kurt Schrader')",,,,
,"('Tom Libous', 'Jim Douglas')",,,,
,"('Nicole Gwardyak', 'Robert Williams')",,,,
,"('Mike Dannaher', 'Randy Murray')",,,,
,"('David Weber', 'Karl Gesslein')",,,,
,"('Dave Dibble', 'Doug McLinko')",,,,
,"('Jim Worden', 'Marchie Diffindorf')",,,,
,"('Rachel Treichler', 'David Slottje')",,,,
,"('Bill Leonard', 'Ron McEwen')",,,,
,"('Arthur Cacciola', 'Ed Griffith')",,,,
,"('Peter Pappas', 'Wayne Wells')",,,,
,"('Ron McEwen', 'Lois Dillworth')",,,,
,"('Chris Brown', 'Coulter Heavenrich')",,,,
,"('David Weber', 'George Williams')",,,,
,"('Gary Lash', 'Steve Szczepanski')",,,,
,"('Jeffery Jacquet', 'Loretta Sullivan')",,,,
,"('Lois Dillworth', 'David Weber')",,,,
,"('Lois Dillworth', 'Frank Cook')",,,,
,"('Don Zaengle', 'Tim Whitesell')",,,,
,"('Bob Freeman', 'Gary Lash')",,,,
,"('Jaqueline Beal', 'Brad Robinson')",,,,
,"('Christine Curkendall', 'Darrick Evensen')",,,,
,"('Arthur Cacciola', 'Robert Williams')",,,,
,"('Florence Alpert', 'Fred Martinez')",,,,
,"('Jim Douglas', 'Doug McLinko')",,,,
,"('George Williams', 'Jackie Root')",,,,
,"('Don Barber', 'Joseph Bish')",,,,
,"('David Slottje', 'Dick VanScoy')",,,,
,"('David Slottje', 'Bob Freeman')",,,,
,"('Don Boyce', 'Lois Dillworth')",,,,
,"('Susannah Reese', 'Jeff Decker')",,,,
,"('Arthur Cacciola', 'Marchie Diffindorf')",,,,
,"('Judy Quigley', 'Ron Keibel')",,,,
,"('Helen Slottje', 'Jackie Root')",,,,
,"('Nick Schoonover', 'Peter Pappas')",,,,
,"('Chris Brown', 'David Weber')",,,,
,"('Lois Dillworth', 'Mike Dannaher')",,,,
,"('Jaqueline Beal', 'Doug Barton')",,,,
,"('Bob Aman', 'Gary Lash')",,,,
,"('James Douglas', 'Jaqueline Beal')",,,,
,"('Loretta Sullivan', 'Darlene Cobler')",,,,
,"('Arthur Cacciola', 'Jackie Root')",,,,
,"('Jackie Root', 'Darrick Evensen')",,,,
,"('Milton Dougherty', 'Brad Robinson')",,,,
,"('Robert Salvato', 'Terry Collins')",,,,
,"('Tom Libous', 'Mike Dannaher')",,,,
,"('Nick Schoonover', 'James Douglas')",,,,
,"('Milton Dougherty', 'Jim Worden')",,,,
,"('Eric Halstead', 'George Williams')",,,,
,"('Brett Chedzoy', 'Ken Strickland')",,,,
,"('Brenda Boyce', 'Coulter Heavenrich')",,,,
,"('Christine Curkendall', 'Lynn Craig')",,,,
,"('Loretta Sullivan', 'Robert Williams')",,,,
,"('Ashur Terwilliger', 'Darrick Evensen')",,,,
,"('Rachel Treichler', 'Doug McLinko')",,,,
,"('David Slottje', 'Frank Cook')",,,,
,"('Florence Alpert', 'Doug Barton')",,,,
,"('Randy Murray', 'Sue Heavenrich')",,,,
,"('Nick Schoonover', 'Jim Douglas')",,,,
,"('Randy Murray', 'Jackie Root')",,,,
,"('Chris Denton', 'Ken Strickland')",,,,
,"('Wayne Wells', 'Darrick Evensen')",,,,
,"('Dan Lindsay', 'Gary Henry')",,,,
,"('David Slottje', 'John Holko')",,,,
,"('Don Boyce', 'Brad Robinson')",,,,
,"('Jeff Decker', 'Connie Kulze')",,,,
,"('Jeffery Jacquet', 'Chris Denton')",,,,
,"('Helen Slottje', 'Jamal Diboun')",,,,
,"('Aaron Gowan', 'Debralyn Muscato')",,,,
,"('Gary Lash', 'Robert Riggs')",,,,
,"('Richard Lasky', 'Gary Lash')",,,,
,"('Robert Salvato', 'Ken Strickland')",,,,
,"('Judy Quigley', 'Mike Dannaher')",,,,
,"('Tom Libous', 'Steve Szczepanski')",,,,
,"('Chris Brown', 'Darrick Evensen')",,,,
,"('Kevin Noble', 'Bill Kulze')",,,,
,"('Terry Engelder', 'Wayne Wells')",,,,
,"('John Holko', 'Jackie Root')",,,,
,"('Tom Libous', 'Debralyn Muscato')",,,,
,"('Nicole Gwardyak', 'Peter Pappas')",,,,
,"('Tom Libous', 'Bob Freeman')",,,,
,"('Christine Curkendall', 'Coulter Heavenrich')",,,,
,"('Ron Keibel', 'Steve Szczepanski')",,,,
,"('Lois Dillworth', 'John Holko')",,,,
,"('Richard Lasky', 'Coulter Heavenrich')",,,,
,"('Judy Quigley', 'Ron McEwen')",,,,
,"('Richard Lasky', 'Fred Martinez')",,,,
,"('Bill Leonard', 'Don Zaengle')",,,,
,"('Florence Alpert', 'Brad Robinson')",,,,
,"('Aaron Gowan', 'Jamal Diboun')",,,,
,"('Bill Kulze', 'Debralyn Muscato')",,,,
,"('Don Barber', 'Robert Riggs')",,,,
,"('Nick Schoonover', 'Steve Szczepanski')",,,,
,"('Rachel Treichler', 'Kevin Burns')",,,,
,"('Lois Dillworth', 'Karl Gesslein')",,,,
,"('Jaqueline Beal', 'Bill Kulze')",,,,
,"('Don Boyce', 'Terry Collins')",,,,
,"('Judy Quigley', 'Joseph Bish')",,,,
,"('Richard Lasky', 'Robert Salvato')",,,,
,"('Jim Douglas', 'Susannah Reese')",,,,
,"('Loretta Sullivan', 'Mark Sorochinsky')",,,,
,"('Alice Irons', 'Darrick Evensen')",,,,
,"('Terry Engelder', 'Eric Gartenman')",,,,
,"('Tim Whitesell', 'Kevin Burns')",,,,
,"('Don Barber', 'Ashur Terwilliger')",,,,
,"('Alice Irons', 'Marchie Diffindorf')",,,,
,"('Lois Dillworth', 'Terry Collins')",,,,
,"('Judy Quigley', 'Dick VanScoy')",,,,
,"('Chris Brown', 'Jamal Diboun')",,,,
,"('Randy Murray', 'Dan Fitzsimmons')",,,,
,"('Ken Gordo', 'Fred Martinez')",,,,
,"('Darlene Cobler', 'Lynn Craig')",,,,
,"('Brenda Boyce', 'Darrick Evensen')",,,,
,"('Bob Aman', 'Brenda Boyce')",,,,
,"('Rachel Treichler', 'Steve Szczepanski')",,,,
,"('Terry Engelder', 'Ken Strickland')",,,,
,"('Dan Lindsay', 'Carrie Czebiniak')",,,,
,"('Ron McEwen', 'Florence Alpert')",,,,
,"('David Slottje', 'Brett Chedzoy')",,,,
,"('Bob Aman', 'Karl Gesslein')",,,,
,"('Ed Griffith', 'Doug Barton')",,,,
,"('James Douglas', 'Brenda Boyce')",,,,
,"('Jamal Diboun', 'Bill Kulze')",,,,
,"('George Williams', 'Gary Lash')",,,,
,"('Don Barber', 'Kevin Burns')",,,,
,"('Milton Dougherty', 'Ken Strickland')",,,,
,"('Helen Slottje', 'Richard Lasky')",,,,
,"('Jackie Root', 'Chris Denton')",,,,
,"('Mike Dannaher', 'Doug Barton')",,,,
,"('Fred Martinez', 'Wayne Wells')",,,,
,"('Christine Curkendall', 'Terry Collins')",,,,
,"('Helen Slottje', 'Gary Lash')",,,,
,"('Don Barber', 'Richard Lasky')",,,,
,"('Helen Slottje', 'Kevin Noble')",,,,
,"('David Slottje', 'Elaine Jardine')",,,,
,"('Ron McEwen', 'Brenda Boyce')",,,,
,"('Dan Fitzsimmons', 'Marchie Diffindorf')",,,,
,"('Robert Salvato', 'Jaqueline Beal')",,,,
,"('Carrie Czebiniak', 'Brad Robinson')",,,,
,"('Doug Barton', 'Sue Heavenrich')",,,,
,"('Jaqueline Beal', 'Ken Gordo')",,,,
,"('Christine Curkendall', 'Bob Freeman')",,,,
,"('Terry Engelder', 'Terry Collins')",,,,
,"('Darlene Cobler', 'Marchie Diffindorf')",,,,
,"('Richard Lasky', 'Don Boyce')",,,,
,"('Helen Slottje', 'Coulter Heavenrich')",,,,
,"('Alice Irons', 'Darlene Cobler')",,,,
,"('David Slottje', 'Chris Denton')",,,,
,"('Ken Gordo', 'Doug Barton')",,,,
,"('Bob Freeman', 'Ashur Terwilliger')",,,,
,"('Loretta Sullivan', 'Peter Pappas')",,,,
,"('Richard Lasky', 'Ed Griffith')",,,,
,"('Joseph Bish', 'Wayne Wells')",,,,
,"('Bob Aman', 'Frank Cook')",,,,
,"('Aaron Gowan', 'Terry Engelder')",,,,
,"('Dick VanScoy', 'Carrie Czebiniak')",,,,
,"('Ron Keibel', 'Brad Robinson')",,,,
,"('Robert Williams', 'Mark Sorochinsky')",,,,
,"('Nicole Gwardyak', 'Dave Dibble')",,,,
,"('Robert Williams', 'Florence Alpert')",,,,
,"('Rachel Treichler', 'Terry Engelder')",,,,
,"('Bill Kulze', 'Jeff Decker')",,,,
,"('Brett Chedzoy', 'Ken Gordo')",,,,
,"('Bob Aman', 'Debralyn Muscato')",,,,
,"('Mike Dannaher', 'Dan Fitzsimmons')",,,,
,"('Tom Libous', 'Ron Keibel')",,,,
,"('Nick Schoonover', 'Florence Alpert')",,,,
,"('Dan Lindsay', 'Mike Dannaher')",,,,
,"('Jaqueline Beal', 'Chris Denton')",,,,
,"('Susannah Reese', 'Kevin Noble')",,,,
,"('Mike Dannaher', 'Fred Martinez')",,,,
,"('Jeff Decker', 'Elaine Jardine')",,,,
,"('Judy Quigley', 'Don Zaengle')",,,,
,"('Jaqueline Beal', 'Brenda Boyce')",,,,
,"('Kevin Burns', 'Karl Gesslein')",,,,
,"('Helen Slottje', 'Mike Dannaher')",,,,
,"('Doug Barton', 'Robert Riggs')",,,,
,"('Ron Keibel', 'Ashur Terwilliger')",,,,
,"('Nick Schoonover', 'Dick VanScoy')",,,,
,"('Richard Lasky', 'Matt Crowe')",,,,
,"('Lynn Craig', 'Jeff Decker')",,,,
,"('Sue Heavenrich', 'Darrick Evensen')",,,,
,"('Joseph Bish', 'Dan Lindsay')",,,,
,"('Ron McEwen', 'Connie Kulze')",,,,
,"('Judy Quigley', 'Marchie Diffindorf')",,,,
,"('Rachel Treichler', 'Arthur Cacciola')",,,,
,"('Jim Douglas', 'Robert Salvato')",,,,
,"('Ron McEwen', 'Ken Strickland')",,,,
,"('Ed Griffith', 'Steve Szczepanski')",,,,
,"('Randy Murray', 'Martha Goodsell')",,,,
,"('Bill Leonard', 'David Weber')",,,,
,"('Alice Irons', 'Chris Denton')",,,,
,"('Kurt Schrader', 'Frank Cook')",,,,
,"('Don Zaengle', 'David Weber')",,,,
,"('David Weber', 'Marchie Diffindorf')",,,,
,"('Jim Douglas', 'George Williams')",,,,
,"('Mark Sorochinsky', 'Frank Cook')",,,,
,"('Doug McLinko', 'Frank Cook')",,,,
,"('Gary Henry', 'Dick VanScoy')",,,,
,"('Don Boyce', 'Terry Engelder')",,,,
,"('Ed Griffith', 'John Holko')",,,,
,"('Don Barber', 'Gary Lash')",,,,
,"('Jeffery Jacquet', 'Steve Szczepanski')",,,,
,"('Jamal Diboun', 'Ron McEwen')",,,,
,"('Don Zaengle', 'Dan Bish')",,,,
,"('Chris Brown', 'Dick VanScoy')",,,,
,"('Nick Schoonover', 'Jamal Diboun')",,,,
,"('Jaqueline Beal', 'Jackie Root')",,,,
,"('Aaron Gowan', 'Ken Strickland')",,,,
,"('Don Zaengle', 'Darlene Cobler')",,,,
,"('Ron McEwen', 'Terry Collins')",,,,
,"('Terry Engelder', 'George Williams')",,,,
,"('Brenda Boyce', 'Jim Worden')",,,,
,"('Peter Pappas', 'Dick VanScoy')",,,,
,"('Dave Dibble', 'Ed Griffith')",,,,
,"('Susannah Reese', 'Darrick Evensen')",,,,
,"('Helen Slottje', 'Bill Kulze')",,,,
,"('Kurt Schrader', 'Dave Dibble')",,,,
,"('Don Barber', 'James Douglas')",,,,
,"('Nick Schoonover', 'Brenda Boyce')",,,,
,"('Elaine Jardine', 'Ashur Terwilliger')",,,,
,"('Dan Lindsay', 'John Holko')",,,,
,"('Jamal Diboun', 'Darrick Evensen')",,,,
,"('Eric Halstead', 'Gary Lash')",,,,
,"('Joseph Bish', 'Bob Freeman')",,,,
,"('Robert Williams', 'Steve Szczepanski')",,,,
,"('Alice Irons', 'Jaqueline Beal')",,,,
,"('Lynn Craig', 'George Williams')",,,,
,"('Joseph Bish', 'George Williams')",,,,
,"('Ron Keibel', 'George Williams')",,,,
,"('Darrick Evensen', 'Ken Strickland')",,,,
,"('Jeff Decker', 'Jim Worden')",,,,
,"('Brenda Boyce', 'Dan Fitzsimmons')",,,,
,"('Bob Aman', 'Matt Crowe')",,,,
,"('Nick Schoonover', 'Chris Denton')",,,,
,"('David Slottje', 'Jeff Decker')",,,,
,"('Judy Quigley', 'Gary Lash')",,,,
,"('Doug McLinko', 'Terry Collins')",,,,
,"('Peter Pappas', 'Sue Heavenrich')",,,,
,"('Jeremy Wheeler', 'Jamal Diboun')",,,,
,"('George Williams', 'Frank Cook')",,,,
,"('Kurt Schrader', 'Fred Martinez')",,,,
,"('Joseph Bish', 'Brad Robinson')",,,,
,"('Jamal Diboun', 'Lynn Craig')",,,,
,"('Don Barber', 'Nicole Gwardyak')",,,,
,"('Bill Kulze', 'Mike Dannaher')",,,,
,"('John Holko', 'Kevin Burns')",,,,
,"('Judy Quigley', 'Peter Pappas')",,,,
,"('Terry Engelder', 'Carrie Czebiniak')",,,,
,"('Don Zaengle', 'Doug McLinko')",,,,
,"('Gary Henry', 'Chris Denton')",,,,
,"('Dan Lindsay', 'Alice Irons')",,,,
,"('Jaqueline Beal', 'Ed Griffith')",,,,
,"('Chris Brown', 'Richard Lasky')",,,,
,"('Susannah Reese', 'Bob Freeman')",,,,
,"('Carrie Czebiniak', 'Jim Worden')",,,,
,"('Chris Denton', 'Marchie Diffindorf')",,,,
,"('Kurt Schrader', 'Ron Keibel')",,,,
,"('Florence Alpert', 'Marchie Diffindorf')",,,,
,"('Robert Williams', 'Debralyn Muscato')",,,,
,"('Rachel Treichler', 'Fred Martinez')",,,,
,"('Ron McEwen', 'Doug Barton')",,,,
,"('Susannah Reese', 'Steve Szczepanski')",,,,
,"('Wayne Wells', 'Karl Gesslein')",,,,
,"('Bob Freeman', 'Marchie Diffindorf')",,,,
,"('Jeffery Jacquet', 'Doug Barton')",,,,
,"('Alice Irons', 'Debralyn Muscato')",,,,
,"('Joseph Bish', 'Jim Douglas')",,,,
,"('Judy Quigley', 'Tim Whitesell')",,,,
,"('Mark Sorochinsky', 'Marchie Diffindorf')",,,,
,"('Rachel Treichler', 'Don Boyce')",,,,
,"('Mark Sorochinsky', 'Karl Gesslein')",,,,
,"('Ron Keibel', 'Carrie Czebiniak')",,,,
,"('Tim Whitesell', 'Jeff Decker')",,,,
,"('Carrie Czebiniak', 'Karl Gesslein')",,,,
,"('Don Boyce', 'Jackie Root')",,,,
,"('Ron Keibel', 'Matt Crowe')",,,,
,"('Aaron Gowan', 'Brett Chedzoy')",,,,
